incident_id,supplier_id,incident_date,severity,incident_type,description,resolution
INC01013,SUP069,2025-01-03,High,System/Integration Issue,Operational processing was delayed by system/integration problems and high employee turnover.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01014,SUP069,2025-01-02,Low,System/Integration Issue,Operational processing was delayed by system/integration problems and high employee turnover.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01015,SUP069,2025-01-16,High,System/Integration Issue,Operational processing was delayed by system/integration problems and high employee turnover.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01016,SUP069,2025-02-24,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside high employee turnover.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01017,SUP069,2025-04-20,Low,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside high employee turnover.,Additional staffing and management oversight were introduced.
INC01018,SUP069,2025-06-22,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and high employee turnover.,An improvement plan was agreed with fortnightly performance checkpoints.
INC01019,SUP069,2025-06-23,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to high employee turnover.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01020,SUP069,2025-11-20,High,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was high employee turnover.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01021,SUP069,2025-11-20,Low,Delivery Delay,"Repeated delivery delays were observed, with high employee turnover cited as a contributing factor.",Additional staffing and management oversight were introduced.
INC01022,SUP069,2026-01-23,Critical,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside high employee turnover.,An improvement plan was agreed with fortnightly performance checkpoints.
INC01023,SUP069,2026-02-21,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and high employee turnover.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01024,SUP069,2026-02-06,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to high employee turnover.,Supplier committed to weekly status updates and a corrective action plan.
INC01025,SUP069,2026-02-19,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to high employee turnover.,Additional staffing and management oversight were introduced.
INC01026,SUP069,2026-04-06,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to high employee turnover.,Supplier committed to weekly status updates and a corrective action plan.
INC01027,SUP069,2026-05-15,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside high employee turnover.,Additional staffing and management oversight were introduced.
INC01028,SUP070,2026-03-16,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was capacity constraints.,An improvement plan was agreed with fortnightly performance checkpoints.
INC01029,SUP070,2026-03-21,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to capacity constraints.,Additional staffing and management oversight were introduced.
INC01030,SUP070,2026-04-25,High,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported capacity constraints.,Supplier committed to weekly status updates and a corrective action plan.
INC01031,SUP071,2025-10-22,Medium,Delivery Delay,"Repeated delivery delays were observed, with subcontractor performance issues cited as a contributing factor.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC01032,SUP071,2025-11-26,High,Quality Defect,Quality defects increased during the period. Review notes linked the issue to subcontractor performance issues.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01033,SUP071,2025-12-18,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was subcontractor performance issues.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01034,SUP071,2025-12-07,High,Delivery Delay,"Repeated delivery delays were observed, with subcontractor performance issues cited as a contributing factor.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC01035,SUP071,2026-01-19,High,System/Integration Issue,Operational processing was delayed by system/integration problems and subcontractor performance issues.,An improvement plan was agreed with fortnightly performance checkpoints.
INC01036,SUP071,2026-01-25,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to subcontractor performance issues.,Supplier committed to weekly status updates and a corrective action plan.
INC01037,SUP071,2026-02-02,Low,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported subcontractor performance issues.,Additional staffing and management oversight were introduced.
INC01038,SUP071,2026-04-14,Low,Delivery Delay,"Repeated delivery delays were observed, with subcontractor performance issues cited as a contributing factor.",An improvement plan was agreed with fortnightly performance checkpoints.
INC01039,SUP071,2026-05-09,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was subcontractor performance issues.,Supplier committed to weekly status updates and a corrective action plan.
INC01040,SUP071,2026-06-26,High,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by subcontractor performance issues.",Supplier committed to weekly status updates and a corrective action plan.
INC01041,SUP072,2025-06-11,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported subcontractor performance issues.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01042,SUP072,2025-11-25,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was subcontractor performance issues.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01043,SUP072,2026-02-12,Low,System/Integration Issue,Operational processing was delayed by system/integration problems and subcontractor performance issues.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01044,SUP072,2026-02-01,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to subcontractor performance issues.,Additional staffing and management oversight were introduced.
INC01045,SUP072,2026-05-23,Critical,Quality Defect,Quality defects increased during the period. Review notes linked the issue to subcontractor performance issues.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01046,SUP072,2026-06-16,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and subcontractor performance issues.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01047,SUP073,2025-05-27,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported high employee turnover.,Additional staffing and management oversight were introduced.
INC01048,SUP073,2025-08-03,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to high employee turnover.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01049,SUP073,2025-12-01,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by high employee turnover.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC01050,SUP073,2026-02-08,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to high employee turnover.,Supplier committed to weekly status updates and a corrective action plan.
INC01051,SUP073,2026-02-07,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was high employee turnover.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01052,SUP073,2026-03-18,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was high employee turnover.,Supplier committed to weekly status updates and a corrective action plan.
INC01053,SUP073,2026-03-13,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to high employee turnover.,Additional staffing and management oversight were introduced.
INC01054,SUP073,2026-04-14,Medium,Delivery Delay,"Repeated delivery delays were observed, with high employee turnover cited as a contributing factor.",Supplier committed to weekly status updates and a corrective action plan.
INC01055,SUP073,2026-04-23,High,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported high employee turnover.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01056,SUP073,2026-04-08,High,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was high employee turnover.,Additional staffing and management oversight were introduced.
INC01057,SUP073,2026-04-08,Medium,Delivery Delay,"Repeated delivery delays were observed, with high employee turnover cited as a contributing factor.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC01058,SUP073,2026-05-25,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to high employee turnover.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01059,SUP073,2026-05-23,Low,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported high employee turnover.,Supplier committed to weekly status updates and a corrective action plan.
INC01060,SUP073,2026-06-17,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported high employee turnover.,Additional staffing and management oversight were introduced.
INC01061,SUP073,2026-06-03,High,Quality Defect,Quality defects increased during the period. Review notes linked the issue to high employee turnover.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01062,SUP074,2025-11-22,Low,Delivery Delay,"Repeated delivery delays were observed, with forecasting and planning gaps cited as a contributing factor.",Supplier committed to weekly status updates and a corrective action plan.
INC01063,SUP074,2026-01-10,Medium,Delivery Delay,"Repeated delivery delays were observed, with forecasting and planning gaps cited as a contributing factor.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC01064,SUP074,2026-04-19,Critical,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was forecasting and planning gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01065,SUP074,2026-06-02,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to forecasting and planning gaps.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01066,SUP075,2025-06-18,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside quality-control process gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01067,SUP075,2025-06-21,High,System/Integration Issue,Operational processing was delayed by system/integration problems and quality-control process gaps.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01068,SUP075,2025-09-03,High,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by quality-control process gaps.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC01069,SUP075,2025-10-03,Low,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported quality-control process gaps.,Supplier committed to weekly status updates and a corrective action plan.
INC01070,SUP075,2025-12-12,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by quality-control process gaps.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC01071,SUP075,2026-01-08,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside quality-control process gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01072,SUP075,2026-04-04,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to quality-control process gaps.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01073,SUP075,2026-04-12,High,Quality Defect,Quality defects increased during the period. Review notes linked the issue to quality-control process gaps.,An improvement plan was agreed with fortnightly performance checkpoints.
INC01074,SUP075,2026-04-27,High,Quality Defect,Quality defects increased during the period. Review notes linked the issue to quality-control process gaps.,An improvement plan was agreed with fortnightly performance checkpoints.
INC01075,SUP075,2026-05-06,Medium,Delivery Delay,"Repeated delivery delays were observed, with quality-control process gaps cited as a contributing factor.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC01076,SUP075,2026-06-07,Critical,Quality Defect,Quality defects increased during the period. Review notes linked the issue to quality-control process gaps.,An improvement plan was agreed with fortnightly performance checkpoints.
INC01077,SUP076,2025-01-03,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside logistics network disruption.,Additional staffing and management oversight were introduced.
INC01078,SUP076,2025-01-25,High,System/Integration Issue,Operational processing was delayed by system/integration problems and logistics network disruption.,Supplier committed to weekly status updates and a corrective action plan.
INC01079,SUP076,2025-02-13,Medium,Delivery Delay,"Repeated delivery delays were observed, with logistics network disruption cited as a contributing factor.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC01080,SUP076,2025-03-11,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by logistics network disruption.",Additional staffing and management oversight were introduced.
INC01081,SUP076,2025-03-09,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by logistics network disruption.",Supplier committed to weekly status updates and a corrective action plan.
INC01082,SUP076,2025-03-12,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside logistics network disruption.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01083,SUP076,2025-04-09,High,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by logistics network disruption.",Supplier committed to weekly status updates and a corrective action plan.
INC01084,SUP076,2025-05-04,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was logistics network disruption.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01085,SUP076,2025-05-03,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by logistics network disruption.",Supplier committed to weekly status updates and a corrective action plan.
INC01086,SUP076,2025-05-15,Medium,Delivery Delay,"Repeated delivery delays were observed, with logistics network disruption cited as a contributing factor.",Supplier committed to weekly status updates and a corrective action plan.
INC01087,SUP076,2025-05-14,Low,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside logistics network disruption.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01088,SUP076,2025-06-02,High,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported logistics network disruption.,Additional staffing and management oversight were introduced.
INC01089,SUP076,2025-07-10,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was logistics network disruption.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01090,SUP076,2025-08-19,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by logistics network disruption.",An improvement plan was agreed with fortnightly performance checkpoints.
INC01091,SUP076,2025-10-18,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported logistics network disruption.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01092,SUP076,2025-10-22,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by logistics network disruption.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC01093,SUP076,2025-10-18,Medium,Delivery Delay,"Repeated delivery delays were observed, with logistics network disruption cited as a contributing factor.",Additional staffing and management oversight were introduced.
INC01094,SUP076,2025-12-01,Low,System/Integration Issue,Operational processing was delayed by system/integration problems and logistics network disruption.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01095,SUP076,2025-12-10,High,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported logistics network disruption.,Supplier committed to weekly status updates and a corrective action plan.
INC01096,SUP076,2026-03-22,High,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported logistics network disruption.,Additional staffing and management oversight were introduced.
INC01097,SUP076,2026-04-10,Low,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported logistics network disruption.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01098,SUP077,2025-07-19,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside logistics network disruption.,Supplier committed to weekly status updates and a corrective action plan.
INC01099,SUP077,2025-07-01,Low,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside logistics network disruption.,Additional staffing and management oversight were introduced.
INC01100,SUP077,2025-08-25,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and logistics network disruption.,Additional staffing and management oversight were introduced.
INC01101,SUP077,2025-08-08,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported logistics network disruption.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01102,SUP077,2025-11-24,Low,System/Integration Issue,Operational processing was delayed by system/integration problems and logistics network disruption.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01103,SUP077,2026-01-18,High,Quality Defect,Quality defects increased during the period. Review notes linked the issue to logistics network disruption.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01104,SUP077,2026-02-24,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and logistics network disruption.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01105,SUP077,2026-02-26,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside logistics network disruption.,Supplier committed to weekly status updates and a corrective action plan.
INC01106,SUP077,2026-03-08,High,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by logistics network disruption.",Supplier committed to weekly status updates and a corrective action plan.
INC01107,SUP077,2026-04-12,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported logistics network disruption.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01108,SUP077,2026-05-16,High,Quality Defect,Quality defects increased during the period. Review notes linked the issue to logistics network disruption.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01109,SUP077,2026-05-13,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by logistics network disruption.",An improvement plan was agreed with fortnightly performance checkpoints.
INC01110,SUP077,2026-06-03,Low,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside logistics network disruption.,Supplier committed to weekly status updates and a corrective action plan.
INC01111,SUP078,2025-07-15,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to forecasting and planning gaps.,Supplier committed to weekly status updates and a corrective action plan.
INC01112,SUP078,2025-08-23,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported forecasting and planning gaps.,Additional staffing and management oversight were introduced.
INC01113,SUP078,2025-10-16,High,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported forecasting and planning gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01114,SUP078,2025-11-04,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was forecasting and planning gaps.,Supplier committed to weekly status updates and a corrective action plan.
INC01115,SUP078,2025-12-17,Low,System/Integration Issue,Operational processing was delayed by system/integration problems and forecasting and planning gaps.,Additional staffing and management oversight were introduced.
INC01116,SUP078,2025-12-17,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was forecasting and planning gaps.,An improvement plan was agreed with fortnightly performance checkpoints.
INC01117,SUP078,2026-01-27,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside forecasting and planning gaps.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01118,SUP078,2026-01-15,Low,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported forecasting and planning gaps.,Additional staffing and management oversight were introduced.
INC01119,SUP078,2026-02-19,High,System/Integration Issue,Operational processing was delayed by system/integration problems and forecasting and planning gaps.,Supplier committed to weekly status updates and a corrective action plan.
INC01120,SUP078,2026-02-01,Low,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported forecasting and planning gaps.,Supplier committed to weekly status updates and a corrective action plan.
INC01121,SUP078,2026-03-14,High,Quality Defect,Quality defects increased during the period. Review notes linked the issue to forecasting and planning gaps.,An improvement plan was agreed with fortnightly performance checkpoints.
INC01122,SUP078,2026-03-25,Low,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside forecasting and planning gaps.,An improvement plan was agreed with fortnightly performance checkpoints.
INC01123,SUP079,2025-01-04,Low,System/Integration Issue,Operational processing was delayed by system/integration problems and warehouse staffing shortage.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01124,SUP079,2025-01-26,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by warehouse staffing shortage.",Supplier committed to weekly status updates and a corrective action plan.
INC01125,SUP079,2025-01-14,High,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was warehouse staffing shortage.,An improvement plan was agreed with fortnightly performance checkpoints.
INC01126,SUP079,2025-02-18,High,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by warehouse staffing shortage.",An improvement plan was agreed with fortnightly performance checkpoints.
INC01127,SUP079,2025-03-10,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported warehouse staffing shortage.,Additional staffing and management oversight were introduced.
INC01128,SUP079,2025-03-14,Critical,System/Integration Issue,Operational processing was delayed by system/integration problems and warehouse staffing shortage.,Additional staffing and management oversight were introduced.
INC01129,SUP079,2025-07-09,High,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was warehouse staffing shortage.,Additional staffing and management oversight were introduced.
INC01130,SUP079,2025-07-03,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was warehouse staffing shortage.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01131,SUP079,2025-07-09,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported warehouse staffing shortage.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01132,SUP079,2025-09-06,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was warehouse staffing shortage.,Supplier committed to weekly status updates and a corrective action plan.
INC01133,SUP079,2025-09-07,Critical,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by warehouse staffing shortage.",Additional staffing and management oversight were introduced.
INC01134,SUP079,2025-12-01,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by warehouse staffing shortage.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC01135,SUP079,2026-02-27,Low,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported warehouse staffing shortage.,Supplier committed to weekly status updates and a corrective action plan.
INC01136,SUP079,2026-03-07,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was warehouse staffing shortage.,Additional staffing and management oversight were introduced.
INC01137,SUP079,2026-03-27,Low,System/Integration Issue,Operational processing was delayed by system/integration problems and warehouse staffing shortage.,Additional staffing and management oversight were introduced.
INC01138,SUP079,2026-04-01,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported warehouse staffing shortage.,Additional staffing and management oversight were introduced.
INC01139,SUP079,2026-04-15,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to warehouse staffing shortage.,An improvement plan was agreed with fortnightly performance checkpoints.
INC01140,SUP080,2025-06-09,High,Delivery Delay,"Repeated delivery delays were observed, with high employee turnover cited as a contributing factor.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC01141,SUP080,2025-07-06,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was high employee turnover.,An improvement plan was agreed with fortnightly performance checkpoints.
INC01142,SUP080,2025-10-16,Low,System/Integration Issue,Operational processing was delayed by system/integration problems and high employee turnover.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01143,SUP080,2025-10-25,Low,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported high employee turnover.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01144,SUP080,2026-04-24,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was high employee turnover.,Supplier committed to weekly status updates and a corrective action plan.
INC01145,SUP081,2025-02-11,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by material availability constraints.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC01146,SUP081,2025-07-07,Low,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside material availability constraints.,An improvement plan was agreed with fortnightly performance checkpoints.
INC01147,SUP081,2025-08-09,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and material availability constraints.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01148,SUP081,2025-12-15,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and material availability constraints.,Additional staffing and management oversight were introduced.
INC01149,SUP081,2026-01-27,Low,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside material availability constraints.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01150,SUP081,2026-06-25,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to material availability constraints.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01151,SUP082,2025-10-11,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to high employee turnover.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01152,SUP082,2025-12-27,High,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside high employee turnover.,Additional staffing and management oversight were introduced.
INC01153,SUP082,2026-01-11,Low,System/Integration Issue,Operational processing was delayed by system/integration problems and high employee turnover.,Additional staffing and management oversight were introduced.
INC01154,SUP082,2026-06-04,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to high employee turnover.,Additional staffing and management oversight were introduced.
INC01155,SUP082,2026-06-07,High,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was high employee turnover.,Additional staffing and management oversight were introduced.
INC01156,SUP083,2025-07-06,Low,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported system integration delays.,Additional staffing and management oversight were introduced.
INC01157,SUP083,2025-07-14,High,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was system integration delays.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01158,SUP083,2025-10-13,High,Delivery Delay,"Repeated delivery delays were observed, with system integration delays cited as a contributing factor.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC01159,SUP083,2026-06-16,High,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by system integration delays.",Supplier committed to weekly status updates and a corrective action plan.
INC01160,SUP084,2025-01-13,High,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was high employee turnover.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01161,SUP084,2025-02-26,High,Delivery Delay,"Repeated delivery delays were observed, with high employee turnover cited as a contributing factor.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC01162,SUP084,2025-02-08,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by high employee turnover.",Supplier committed to weekly status updates and a corrective action plan.
INC01163,SUP084,2025-02-27,High,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside high employee turnover.,An improvement plan was agreed with fortnightly performance checkpoints.
INC01164,SUP084,2025-03-21,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to high employee turnover.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01165,SUP084,2025-03-21,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was high employee turnover.,An improvement plan was agreed with fortnightly performance checkpoints.
INC01166,SUP084,2025-03-11,Low,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside high employee turnover.,Additional staffing and management oversight were introduced.
INC01167,SUP084,2025-03-11,Critical,System/Integration Issue,Operational processing was delayed by system/integration problems and high employee turnover.,Additional staffing and management oversight were introduced.
INC01168,SUP084,2025-03-16,Low,System/Integration Issue,Operational processing was delayed by system/integration problems and high employee turnover.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01169,SUP084,2025-04-04,Low,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported high employee turnover.,An improvement plan was agreed with fortnightly performance checkpoints.
INC01170,SUP084,2025-04-06,High,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by high employee turnover.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC01171,SUP084,2025-05-16,High,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside high employee turnover.,Supplier committed to weekly status updates and a corrective action plan.
INC01172,SUP084,2025-05-16,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to high employee turnover.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01173,SUP084,2025-06-05,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was high employee turnover.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC01174,SUP084,2025-06-04,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was high employee turnover.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01175,SUP084,2025-07-18,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to high employee turnover.,Supplier committed to weekly status updates and a corrective action plan.
INC01176,SUP084,2025-07-14,High,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported high employee turnover.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC01177,SUP084,2025-07-11,Low,Quality Defect,Quality defects increased during the period. Review notes linked the issue to high employee turnover.,Supplier committed to weekly status updates and a corrective action plan.
INC01178,SUP084,2025-07-11,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and high employee turnover.,An improvement plan was agreed with fortnightly performance checkpoints.
INC01179,SUP084,2025-07-18,High,System/Integration Issue,Operational processing was delayed by system/integration problems and high employee turnover.,Additional staffing and management oversight were introduced.
