supplier_id,month,sla_compliance,on_time_delivery_rate,defect_rate,invoice_accuracy,avg_resolution_days,escalation_count,order_fulfillment_rate
SUP061,2026-05-01,97.45,95.65,4.84,94.02,5.23,1,94.16
SUP061,2026-06-01,97.04,97.77,4.07,93.98,4.02,0,96.54
SUP062,2025-01-01,96.99,96.92,0.92,100.0,1.86,0,95.47
SUP062,2025-02-01,97.13,98.36,0.28,98.64,2.43,1,98.58
SUP062,2025-03-01,98.5,96.54,1.05,99.7,1.32,0,97.08
SUP062,2025-04-01,97.97,95.03,1.04,97.89,2.85,0,95.38
SUP062,2025-05-01,98.14,96.1,1.03,100.0,1.37,0,96.35
SUP062,2025-06-01,98.87,92.81,0.96,98.96,1.24,0,91.35
SUP062,2025-07-01,95.53,99.38,0.42,100.0,1.8,0,99.2
SUP062,2025-08-01,96.72,96.52,0.69,98.81,1.16,1,96.94
SUP062,2025-09-01,95.98,96.52,1.27,100.0,0.5,1,95.37
SUP062,2025-10-01,97.18,95.64,1.29,98.4,2.13,0,94.52
SUP062,2025-11-01,96.43,95.33,1.07,98.87,2.61,0,93.85
SUP062,2025-12-01,96.1,97.07,1.57,98.26,0.82,0,95.93
SUP062,2026-01-01,95.3,95.72,1.51,99.03,2.69,1,96.45
SUP062,2026-02-01,95.22,96.98,0.58,98.97,1.65,0,97.15
SUP062,2026-03-01,98.34,96.93,1.81,98.86,1.02,0,96.57
SUP062,2026-04-01,96.49,95.7,1.49,97.58,2.69,0,95.23
SUP062,2026-05-01,96.66,98.34,1.2,98.45,1.84,1,98.74
SUP062,2026-06-01,97.96,97.05,1.78,98.26,2.1,1,96.24
SUP063,2025-01-01,89.22,89.0,5.73,91.88,5.51,2,89.32
SUP063,2025-02-01,89.99,90.23,5.92,91.55,5.41,3,90.86
SUP063,2025-03-01,89.89,92.32,6.76,92.51,6.07,3,91.69
SUP063,2025-04-01,89.97,90.66,4.79,91.98,5.21,0,89.92
SUP063,2025-05-01,89.04,89.57,5.75,91.36,5.51,1,89.06
SUP063,2025-06-01,89.63,88.19,6.76,92.19,5.58,3,88.69
SUP063,2025-07-01,89.91,87.86,5.71,91.38,7.93,1,88.64
SUP063,2025-08-01,89.86,89.78,5.55,92.83,6.39,2,88.58
SUP063,2025-09-01,89.07,86.8,5.84,93.36,6.05,4,85.72
SUP063,2025-10-01,88.73,86.6,6.17,91.69,5.67,5,86.87
SUP063,2025-11-01,87.62,87.51,5.51,92.43,5.52,6,87.84
SUP063,2025-12-01,89.14,86.99,5.16,93.32,5.2,1,85.92
SUP063,2026-01-01,89.52,87.01,5.83,91.48,6.44,4,87.55
SUP063,2026-02-01,88.3,87.15,5.8,90.85,6.41,2,85.86
SUP063,2026-03-01,89.77,88.5,5.26,90.69,5.04,8,86.34
SUP063,2026-04-01,90.99,90.37,6.43,91.24,6.36,0,88.57
SUP063,2026-05-01,89.82,88.83,6.15,92.94,4.95,1,89.45
SUP063,2026-06-01,88.12,85.98,6.46,90.69,6.08,3,85.79
SUP064,2025-01-01,91.95,89.72,5.16,91.97,5.29,4,90.15
SUP064,2025-02-01,92.75,90.85,4.4,92.25,3.97,1,88.86
SUP064,2025-03-01,93.88,90.18,4.19,91.71,4.24,0,89.69
SUP064,2025-04-01,94.28,91.7,5.1,92.45,5.81,0,92.05
SUP064,2025-05-01,95.42,91.99,4.85,90.37,5.43,1,91.81
SUP064,2025-06-01,93.05,92.0,5.26,93.3,4.77,1,91.91
SUP064,2025-07-01,93.99,90.72,5.03,91.71,4.16,2,88.93
SUP064,2025-08-01,93.67,93.33,6.1,93.43,4.29,1,93.34
SUP064,2025-09-01,93.32,93.89,5.27,91.94,4.2,2,91.23
SUP064,2025-10-01,93.77,92.36,4.93,92.87,4.62,1,91.77
SUP064,2025-11-01,94.66,95.07,4.51,92.57,4.48,0,95.54
SUP064,2025-12-01,96.34,93.79,4.92,92.16,4.44,0,92.53
SUP064,2026-01-01,97.23,95.75,5.16,93.6,5.49,0,96.12
SUP064,2026-02-01,98.17,93.77,4.53,94.13,5.25,0,93.22
SUP064,2026-03-01,98.64,95.56,3.73,94.58,4.42,0,95.13
SUP064,2026-04-01,100.0,96.36,3.76,93.0,4.36,0,95.19
SUP064,2026-05-01,99.08,98.47,4.32,95.41,5.03,1,99.04
SUP064,2026-06-01,99.87,98.36,4.68,95.7,5.64,0,97.68
SUP065,2025-01-01,88.25,86.17,5.62,92.04,5.53,3,84.71
SUP065,2025-02-01,90.89,88.65,6.33,92.29,5.15,1,88.77
SUP065,2025-03-01,88.89,86.95,5.59,92.32,4.84,2,86.04
SUP065,2025-04-01,90.94,87.44,4.49,93.24,4.08,0,85.64
SUP065,2025-05-01,92.25,90.16,5.49,94.43,3.35,1,89.93
SUP065,2025-06-01,91.97,89.27,5.08,92.57,4.56,5,89.67
SUP065,2025-07-01,88.64,89.32,6.5,93.96,4.49,3,88.95
SUP065,2025-08-01,90.54,89.36,5.44,92.5,3.63,1,89.1
SUP065,2025-09-01,92.16,90.19,5.28,93.76,6.46,2,88.93
SUP065,2025-10-01,91.07,91.97,4.32,94.54,5.13,1,91.26
SUP065,2025-11-01,92.11,89.98,4.12,93.31,3.48,2,88.96
SUP065,2025-12-01,93.41,88.64,4.36,94.1,4.64,3,88.57
SUP065,2026-01-01,91.27,91.55,4.99,92.88,6.19,1,92.02
SUP065,2026-02-01,94.19,92.38,3.39,96.31,4.15,0,91.11
SUP065,2026-03-01,96.97,94.72,3.45,94.38,3.13,1,94.86
SUP065,2026-04-01,95.44,94.35,3.87,95.58,4.9,0,94.83
SUP065,2026-05-01,97.74,93.02,4.87,96.14,4.69,0,94.99
SUP065,2026-06-01,95.72,95.61,4.33,93.7,4.08,0,94.78
SUP066,2025-01-01,96.79,96.03,1.54,98.42,2.05,0,96.45
SUP066,2025-02-01,96.61,92.76,0.79,97.9,2.05,0,92.78
SUP066,2025-03-01,98.35,95.39,1.93,98.16,2.9,0,94.54
SUP066,2025-04-01,97.14,92.92,0.82,97.94,2.06,0,92.41
SUP066,2025-05-01,96.86,93.57,1.79,96.93,2.47,3,93.37
SUP066,2025-06-01,96.92,95.19,0.89,97.46,1.15,0,94.59
SUP066,2025-07-01,96.14,95.07,2.13,97.99,2.01,0,94.92
SUP066,2025-08-01,93.57,92.99,1.85,97.91,4.35,2,92.8
SUP066,2025-09-01,94.4,94.9,1.55,97.85,1.9,0,94.92
SUP066,2025-10-01,94.25,93.79,2.11,97.81,2.02,1,93.85
SUP066,2025-11-01,95.66,95.51,1.7,97.18,2.19,1,95.46
SUP066,2025-12-01,95.74,94.74,1.61,96.68,2.52,0,94.07
SUP066,2026-01-01,95.67,92.04,1.84,98.41,2.65,0,93.12
SUP066,2026-02-01,97.36,95.43,1.14,97.37,2.36,0,95.32
SUP066,2026-03-01,97.14,92.86,1.23,96.35,1.57,0,90.71
SUP066,2026-04-01,96.56,94.46,1.68,98.38,1.11,0,92.82
SUP066,2026-05-01,94.98,94.21,1.81,98.23,1.76,0,93.23
SUP066,2026-06-01,98.15,94.73,1.78,99.22,1.82,1,93.37
SUP067,2025-01-01,97.18,94.41,1.77,98.99,1.34,0,94.22
SUP067,2025-02-01,96.89,97.01,2.04,98.35,1.52,0,96.3
SUP067,2025-03-01,97.4,99.37,2.84,99.59,1.54,1,98.26
SUP067,2025-04-01,97.68,98.75,1.8,98.1,1.12,3,98.11
SUP067,2025-05-01,97.93,98.0,1.69,96.84,2.6,0,98.56
SUP067,2025-06-01,96.51,97.06,1.75,96.29,1.93,0,96.92
SUP067,2025-07-01,97.1,97.64,2.24,98.82,0.5,0,96.64
SUP067,2025-08-01,99.72,94.87,0.83,98.01,2.01,0,93.51
SUP067,2025-09-01,96.5,95.28,2.09,97.79,1.96,0,93.78
SUP067,2025-10-01,97.74,95.27,0.62,97.88,1.67,0,95.31
SUP067,2025-11-01,96.57,94.24,1.1,98.98,1.52,0,92.98
SUP067,2025-12-01,97.94,96.92,1.97,98.58,3.16,1,96.84
SUP067,2026-01-01,98.09,95.47,2.69,97.95,2.26,0,95.12
SUP067,2026-02-01,97.89,97.86,0.99,97.77,2.78,0,96.18
SUP067,2026-03-01,96.17,94.78,2.22,98.69,2.06,0,93.69
SUP067,2026-04-01,97.15,96.17,1.9,98.72,1.38,0,95.87
SUP067,2026-05-01,98.46,96.97,1.5,99.0,1.82,0,97.74
SUP067,2026-06-01,96.87,97.36,1.98,98.48,2.59,0,97.46
SUP068,2025-01-01,94.5,93.79,1.26,98.07,3.08,0,92.89
SUP068,2025-02-01,98.57,94.64,0.9,98.84,0.91,0,93.73
SUP068,2025-03-01,96.28,95.15,1.15,97.99,2.9,1,95.65
SUP068,2025-04-01,95.57,96.01,1.99,97.36,0.65,0,96.62
SUP068,2025-05-01,95.36,96.29,1.38,97.21,2.31,0,95.19
SUP068,2025-06-01,96.26,95.57,0.84,97.1,0.5,1,94.76
SUP068,2025-07-01,95.86,92.69,1.68,99.43,2.29,0,93.59
SUP068,2025-08-01,96.89,94.21,0.83,97.26,1.31,1,94.12
SUP068,2025-09-01,95.91,94.11,2.38,97.71,4.33,1,94.44
SUP068,2025-10-01,94.66,91.67,1.96,96.48,2.31,1,90.69
SUP068,2025-11-01,97.66,92.61,1.72,97.42,1.59,1,92.5
SUP068,2025-12-01,97.89,94.85,1.24,97.71,1.64,0,95.66
SUP068,2026-01-01,94.16,93.94,2.18,98.99,3.17,0,93.5
SUP068,2026-02-01,97.02,93.62,0.79,98.35,1.5,0,93.02
SUP068,2026-03-01,96.68,96.62,2.26,98.16,1.89,1,96.27
SUP068,2026-04-01,99.52,95.74,2.05,97.44,2.91,0,94.63
SUP068,2026-05-01,96.64,96.74,2.5,98.23,2.12,2,96.28
SUP068,2026-06-01,94.1,96.18,1.27,97.62,2.05,0,95.96
SUP069,2025-01-01,88.88,87.36,5.07,92.87,3.73,0,87.24
SUP069,2025-02-01,90.28,86.86,5.13,92.08,5.9,1,86.75
SUP069,2025-03-01,91.56,87.89,5.26,92.31,4.82,3,88.0
SUP069,2025-04-01,91.7,91.09,4.88,92.43,4.41,2,92.52
SUP069,2025-05-01,93.47,89.22,4.97,93.94,4.88,1,90.02
SUP069,2025-06-01,91.4,90.84,5.17,92.4,4.94,2,88.76
SUP069,2025-07-01,91.65,89.15,4.88,92.68,5.18,1,89.96
SUP069,2025-08-01,92.0,92.18,4.85,93.75,5.53,0,92.33
SUP069,2025-09-01,92.08,92.06,5.0,93.86,4.44,0,91.66
SUP069,2025-10-01,92.14,92.31,3.32,93.44,4.66,0,91.27
SUP069,2025-11-01,91.92,90.84,5.53,94.38,5.06,2,89.7
SUP069,2025-12-01,92.63,90.18,4.72,93.69,3.61,0,89.9
SUP069,2026-01-01,94.96,93.38,3.98,94.4,4.2,1,91.98
SUP069,2026-02-01,94.87,95.4,5.19,93.46,2.45,2,95.37
SUP069,2026-03-01,95.46,96.0,4.2,95.23,4.79,0,95.81
SUP069,2026-04-01,97.14,95.89,4.56,94.15,4.51,2,96.03
SUP069,2026-05-01,96.56,95.98,4.61,93.44,3.92,1,95.9
SUP069,2026-06-01,96.5,93.4,4.08,94.55,3.82,0,91.99
SUP070,2025-01-01,96.23,98.32,1.24,99.54,1.98,0,98.1
SUP070,2025-02-01,98.55,98.61,1.8,98.05,2.61,0,98.71
SUP070,2025-03-01,97.69,98.47,1.5,98.8,2.29,0,98.43
SUP070,2025-04-01,97.18,98.03,1.15,97.9,2.29,0,96.26
SUP070,2025-05-01,96.28,97.15,0.82,98.22,1.36,0,96.54
SUP070,2025-06-01,96.69,94.72,0.25,98.57,1.26,1,94.29
SUP070,2025-07-01,98.38,98.81,0.16,98.36,1.1,1,96.96
SUP070,2025-08-01,96.85,96.14,2.08,98.99,1.98,0,96.73
SUP070,2025-09-01,95.8,98.85,1.55,99.22,1.02,0,99.43
SUP070,2025-10-01,94.59,95.17,2.27,100.0,1.38,0,95.98
SUP070,2025-11-01,96.59,96.21,1.63,99.73,1.56,0,96.27
SUP070,2025-12-01,97.41,95.64,1.45,99.3,1.75,0,96.39
SUP070,2026-01-01,95.97,96.35,0.41,98.67,1.44,1,95.02
SUP070,2026-02-01,97.94,96.4,1.27,99.58,2.54,0,97.22
SUP070,2026-03-01,95.91,96.96,0.1,100.0,2.12,0,97.35
SUP070,2026-04-01,99.18,96.05,0.64,98.39,1.78,1,94.71
SUP070,2026-05-01,97.89,98.72,0.83,97.54,1.23,1,98.98
SUP070,2026-06-01,97.07,97.9,2.14,97.62,0.8,1,98.04
SUP071,2025-01-01,96.38,94.67,2.59,97.77,2.49,1,94.36
SUP071,2025-02-01,96.19,94.85,2.83,97.01,3.29,0,93.98
SUP071,2025-03-01,95.62,96.67,2.7,98.7,2.85,0,95.94
SUP071,2025-04-01,95.65,94.59,2.72,96.84,3.51,0,94.46
SUP071,2025-05-01,94.73,92.61,3.6,95.8,3.44,1,92.2
SUP071,2025-06-01,93.36,92.28,3.76,96.13,3.62,0,92.11
SUP071,2025-07-01,93.8,92.7,2.29,95.7,3.31,1,92.34
SUP071,2025-08-01,94.79,89.36,3.32,95.45,2.51,0,88.33
SUP071,2025-09-01,92.35,91.2,3.77,96.48,3.6,2,91.35
SUP071,2025-10-01,89.06,87.73,3.33,95.51,2.27,3,88.08
SUP071,2025-11-01,90.95,90.84,3.11,93.92,3.23,0,89.44
SUP071,2025-12-01,89.69,92.01,2.36,94.99,4.23,1,91.83
SUP071,2026-01-01,89.23,89.99,2.94,94.6,3.65,0,90.29
SUP071,2026-02-01,91.05,90.53,3.2,93.46,2.69,0,91.09
SUP071,2026-03-01,90.23,89.73,4.33,94.04,2.78,0,89.68
SUP071,2026-04-01,89.38,86.97,3.7,94.92,2.99,0,88.34
SUP071,2026-05-01,87.86,88.16,5.09,92.98,4.03,1,87.96
SUP071,2026-06-01,87.83,85.67,4.01,94.75,3.99,1,84.71
SUP072,2025-01-01,96.98,98.61,2.52,98.54,1.61,1,98.06
SUP072,2025-02-01,95.98,97.66,2.51,98.46,1.73,0,96.92
SUP072,2025-03-01,98.13,97.89,2.13,98.87,1.41,1,97.47
SUP072,2025-04-01,99.41,98.68,2.57,98.34,2.12,0,99.57
SUP072,2025-05-01,99.85,96.89,2.08,98.54,1.33,1,96.16
SUP072,2025-06-01,97.35,96.85,2.4,98.75,1.17,0,95.58
SUP072,2025-07-01,97.44,95.07,2.38,98.38,1.18,0,92.07
SUP072,2025-08-01,97.24,95.25,1.25,99.42,2.79,0,94.55
SUP072,2025-09-01,98.37,94.82,1.89,98.23,3.17,0,94.82
SUP072,2025-10-01,96.89,93.64,0.52,98.67,1.94,0,92.47
SUP072,2025-11-01,98.53,96.62,2.86,98.4,2.41,2,98.08
SUP072,2025-12-01,96.54,96.25,1.37,97.64,3.49,0,96.3
SUP072,2026-01-01,97.08,94.96,2.19,97.8,0.82,0,94.11
SUP072,2026-02-01,99.13,96.92,1.6,99.59,2.2,1,95.87
SUP072,2026-03-01,96.64,96.71,1.14,97.52,3.08,1,95.0
SUP072,2026-04-01,98.39,98.71,2.09,98.09,2.73,2,99.02
SUP072,2026-05-01,99.45,98.78,1.5,96.29,1.73,0,98.33
SUP072,2026-06-01,98.23,96.34,2.36,98.27,2.61,2,96.58
SUP073,2025-01-01,97.21,96.8,2.43,96.23,1.93,0,96.15
SUP073,2025-02-01,96.01,93.74,1.7,95.13,0.5,1,91.81
SUP073,2025-03-01,94.77,95.2,1.64,95.57,1.79,1,94.49
SUP073,2025-04-01,96.21,94.18,2.58,95.55,1.76,0,93.16
SUP073,2025-05-01,94.4,91.58,2.65,95.23,3.93,1,90.21
SUP073,2025-06-01,92.85,93.32,3.11,96.13,3.08,0,92.38
SUP073,2025-07-01,92.44,92.78,3.43,96.38,3.14,1,91.09
SUP073,2025-08-01,92.01,91.65,3.56,95.26,2.03,1,92.11
SUP073,2025-09-01,91.78,92.51,2.27,96.28,1.25,0,90.53
SUP073,2025-10-01,90.17,90.16,3.71,93.89,3.14,0,88.17
SUP073,2025-11-01,88.68,89.16,2.9,94.25,3.95,1,89.07
SUP073,2025-12-01,89.2,88.84,2.84,94.68,2.97,2,88.78
SUP073,2026-01-01,89.53,92.16,4.82,93.85,2.65,1,91.98
SUP073,2026-02-01,89.82,91.86,3.77,95.06,3.72,0,90.51
SUP073,2026-03-01,88.31,90.8,3.57,93.92,2.66,2,90.49
SUP073,2026-04-01,88.26,89.7,4.25,93.55,3.17,2,89.78
SUP073,2026-05-01,86.89,86.14,4.3,94.08,4.45,2,85.85
SUP073,2026-06-01,85.85,88.19,4.32,94.25,2.82,4,86.05
SUP074,2025-01-01,96.94,91.37,2.17,96.5,1.83,0,91.04
SUP074,2025-02-01,97.48,93.1,1.6,97.59,3.31,1,92.97
SUP074,2025-03-01,98.59,96.73,1.29,97.79,2.04,0,97.6
SUP074,2025-04-01,96.13,97.72,1.59,97.92,2.3,0,97.21
SUP074,2025-05-01,98.06,95.03,1.66,98.01,1.66,0,93.82
SUP074,2025-06-01,95.59,95.51,2.19,97.34,2.97,0,95.14
SUP074,2025-07-01,93.8,94.63,2.0,99.4,2.6,1,94.23
SUP074,2025-08-01,97.12,93.56,2.33,98.59,2.39,0,93.85
SUP074,2025-09-01,97.46,95.24,1.99,97.67,2.23,0,93.63
SUP074,2025-10-01,95.77,95.27,1.37,96.83,2.26,0,95.03
SUP074,2025-11-01,94.83,95.06,2.89,96.44,3.79,0,94.28
SUP074,2025-12-01,94.08,96.01,1.82,97.95,0.84,0,94.83
SUP074,2026-01-01,95.84,96.64,2.42,97.49,3.32,1,96.06
SUP074,2026-02-01,96.59,92.09,1.7,96.91,3.34,0,90.91
SUP074,2026-03-01,96.53,94.49,1.44,99.55,1.72,1,92.79
SUP074,2026-04-01,98.82,97.26,2.46,98.04,0.75,0,96.26
SUP074,2026-05-01,96.65,95.57,1.27,97.2,3.49,0,95.07
SUP074,2026-06-01,96.84,94.24,2.15,99.41,1.13,0,93.31
SUP075,2025-01-01,98.31,98.07,2.07,97.54,2.56,0,97.35
SUP075,2025-02-01,97.04,95.61,1.84,96.44,2.25,0,94.86
SUP075,2025-03-01,96.5,96.4,1.97,96.15,3.72,0,95.87
SUP075,2025-04-01,95.37,96.21,3.21,97.31,2.72,0,94.17
SUP075,2025-05-01,95.9,93.54,3.47,95.8,3.75,1,92.58
SUP075,2025-06-01,94.97,96.75,2.4,97.18,2.84,1,96.24
SUP075,2025-07-01,91.9,92.86,3.45,96.04,2.52,0,92.36
SUP075,2025-08-01,92.42,93.0,3.2,94.53,2.57,0,91.6
SUP075,2025-09-01,92.82,93.08,3.24,96.07,2.01,0,93.44
SUP075,2025-10-01,90.6,94.11,3.46,94.58,3.38,0,94.37
SUP075,2025-11-01,92.65,91.17,3.6,94.76,2.94,0,90.42
SUP075,2025-12-01,86.43,92.72,3.63,95.16,3.99,0,91.63
SUP075,2026-01-01,89.33,87.88,3.81,95.84,2.84,2,87.71
SUP075,2026-02-01,89.24,89.3,2.91,94.07,3.52,1,87.33
SUP075,2026-03-01,91.15,90.37,3.81,93.81,3.44,1,89.38
SUP075,2026-04-01,88.83,89.82,4.71,94.82,3.47,1,89.86
SUP075,2026-05-01,88.61,88.87,3.36,93.52,3.73,0,88.02
SUP075,2026-06-01,87.12,86.47,4.29,94.04,3.03,1,86.58
SUP076,2025-01-01,85.91,86.13,4.77,91.72,6.37,5,85.29
SUP076,2025-02-01,90.47,86.79,4.98,91.05,5.22,1,87.02
SUP076,2025-03-01,90.5,87.52,5.52,91.03,5.18,3,87.12
SUP076,2025-04-01,93.5,87.5,5.84,91.25,4.87,0,86.79
SUP076,2025-05-01,90.23,88.59,5.7,92.18,5.21,2,88.04
SUP076,2025-06-01,91.05,90.95,4.89,92.53,4.32,1,90.67
SUP076,2025-07-01,90.27,89.82,4.6,92.33,5.18,1,90.24
SUP076,2025-08-01,91.81,88.54,4.5,93.06,4.41,2,88.38
SUP076,2025-09-01,89.42,87.72,4.74,93.51,3.77,0,86.61
SUP076,2025-10-01,92.04,89.91,4.96,95.17,4.5,3,90.15
SUP076,2025-11-01,90.64,89.61,5.18,92.55,3.28,1,88.75
SUP076,2025-12-01,91.99,91.33,3.58,93.06,4.68,1,91.13
SUP076,2026-01-01,92.73,90.82,3.76,92.43,4.65,0,91.42
SUP076,2026-02-01,94.0,91.96,3.96,92.32,4.98,0,91.4
SUP076,2026-03-01,93.74,92.53,4.75,94.63,5.24,0,91.71
SUP076,2026-04-01,93.18,93.14,3.89,95.34,4.04,1,91.71
SUP076,2026-05-01,95.41,94.92,2.98,93.23,2.74,0,94.76
SUP076,2026-06-01,96.5,95.12,3.44,94.23,4.2,1,93.99
SUP077,2025-01-01,97.8,94.93,1.98,96.9,1.81,0,95.33
SUP077,2025-02-01,97.29,95.88,3.11,95.5,3.9,0,96.34
SUP077,2025-03-01,95.14,96.67,2.57,96.42,2.08,0,95.26
SUP077,2025-04-01,96.33,96.34,2.78,94.31,1.83,2,96.72
SUP077,2025-05-01,95.85,94.57,2.96,95.72,2.89,0,94.17
SUP077,2025-06-01,91.01,91.15,2.63,97.94,1.57,0,90.48
SUP077,2025-07-01,95.0,92.56,3.31,95.57,2.54,0,92.58
SUP077,2025-08-01,92.85,89.31,3.54,95.68,2.81,1,87.85
SUP077,2025-09-01,90.93,90.97,2.68,95.44,2.07,1,90.22
SUP077,2025-10-01,89.48,89.57,3.58,95.1,2.89,0,89.83
SUP077,2025-11-01,91.31,88.12,3.77,95.64,2.8,0,89.2
SUP077,2025-12-01,89.11,90.1,2.94,94.96,2.19,0,90.52
SUP077,2026-01-01,89.58,88.67,3.0,94.16,2.64,1,88.46
SUP077,2026-02-01,86.98,88.42,4.28,93.89,4.41,2,87.56
SUP077,2026-03-01,87.68,87.8,4.54,93.66,4.11,1,88.41
SUP077,2026-04-01,88.12,87.5,4.14,94.19,3.81,4,87.09
SUP077,2026-05-01,87.78,88.64,4.09,92.59,2.81,3,88.59
SUP077,2026-06-01,86.31,85.76,4.81,92.16,3.04,3,84.04
SUP078,2025-01-01,95.22,94.55,1.72,97.56,2.14,1,93.78
SUP078,2025-02-01,94.29,95.32,2.3,97.81,2.92,0,94.19
SUP078,2025-03-01,95.42,94.23,1.18,95.83,3.6,0,93.03
SUP078,2025-04-01,94.88,92.29,1.47,95.97,4.15,0,92.42
SUP078,2025-05-01,92.26,94.21,2.55,95.73,3.75,0,94.44
SUP078,2025-06-01,91.16,93.35,2.81,94.8,1.58,3,94.48
SUP078,2025-07-01,90.35,89.75,2.67,97.2,2.71,2,88.93
SUP078,2025-08-01,90.99,90.21,4.57,96.38,2.2,2,90.81
SUP078,2025-09-01,88.55,89.71,3.72,95.86,3.63,0,89.07
SUP078,2025-10-01,88.59,89.72,3.85,95.22,3.01,0,89.23
SUP078,2025-11-01,88.81,88.9,3.36,94.42,3.42,0,86.93
SUP078,2025-12-01,89.37,87.3,3.93,95.13,4.14,2,86.75
SUP078,2026-01-01,87.3,88.72,3.88,95.72,3.28,1,88.86
SUP078,2026-02-01,89.41,89.29,4.46,94.8,3.02,2,87.72
SUP078,2026-03-01,88.58,86.52,4.93,94.38,2.66,7,85.59
SUP078,2026-04-01,88.31,86.33,4.42,95.28,3.35,3,84.91
SUP078,2026-05-01,86.29,86.71,3.8,94.94,4.15,3,86.06
SUP078,2026-06-01,86.09,86.18,4.67,93.69,3.94,4,86.0
SUP079,2025-01-01,89.0,86.82,5.74,90.68,6.43,3,85.21
SUP079,2025-02-01,94.63,90.36,5.97,92.58,4.55,1,90.83
SUP079,2025-03-01,89.13,90.78,5.27,92.4,5.08,1,90.77
SUP079,2025-04-01,89.54,89.37,4.61,92.93,5.5,1,87.38
SUP079,2025-05-01,90.37,90.87,5.16,93.5,5.19,2,90.32
SUP079,2025-06-01,91.75,90.31,4.28,93.78,5.68,1,89.99
SUP079,2025-07-01,90.38,88.01,4.54,92.66,3.87,5,87.39
SUP079,2025-08-01,92.24,92.96,4.35,90.8,4.08,2,93.59
SUP079,2025-09-01,91.51,88.93,4.99,92.93,4.33,1,88.4
SUP079,2025-10-01,92.49,91.09,4.57,92.59,4.2,1,91.66
SUP079,2025-11-01,92.33,91.49,4.34,94.43,4.44,0,90.34
SUP079,2025-12-01,95.64,93.89,4.34,93.69,4.64,1,92.64
SUP079,2026-01-01,94.64,92.81,3.61,93.94,3.23,1,92.08
SUP079,2026-02-01,97.42,94.41,5.01,94.56,5.29,0,94.5
SUP079,2026-03-01,95.08,95.24,4.11,94.38,4.27,0,93.44
SUP079,2026-04-01,95.29,95.77,4.3,93.1,3.81,3,96.44
SUP079,2026-05-01,99.57,95.27,4.19,94.09,3.88,1,94.55
SUP079,2026-06-01,95.66,94.76,3.47,93.89,4.31,0,94.52
SUP080,2025-01-01,95.36,97.89,1.47,97.81,1.79,0,96.35
SUP080,2025-02-01,100.0,97.3,2.4,99.37,2.37,0,96.16
SUP080,2025-03-01,97.79,97.08,0.8,98.23,1.12,0,96.42
SUP080,2025-04-01,96.45,96.72,1.88,98.15,1.57,1,95.87
SUP080,2025-05-01,96.24,96.39,2.4,98.78,1.64,0,96.68
SUP080,2025-06-01,96.57,94.51,1.72,98.51,1.65,0,94.19
SUP080,2025-07-01,98.14,95.13,1.48,97.32,1.4,1,94.59
SUP080,2025-08-01,97.99,97.26,0.89,98.52,2.36,0,96.5
SUP080,2025-09-01,94.25,97.14,2.08,97.31,1.79,0,96.89
SUP080,2025-10-01,95.57,93.41,2.23,99.02,2.18,0,92.56
SUP080,2025-11-01,96.21,93.83,1.44,97.76,2.37,0,93.16
SUP080,2025-12-01,94.77,96.39,1.8,100.0,1.93,0,93.63
SUP080,2026-01-01,97.15,95.84,1.26,99.22,1.39,0,95.72
SUP080,2026-02-01,97.11,94.48,2.54,97.78,1.35,0,94.38
SUP080,2026-03-01,98.01,97.71,2.06,96.24,2.69,0,97.48
SUP080,2026-04-01,97.6,94.63,1.91,96.91,2.0,1,93.28
SUP080,2026-05-01,96.68,98.51,2.32,97.66,1.42,1,98.6
SUP080,2026-06-01,98.71,95.44,1.3,98.19,1.72,1,94.85
SUP081,2025-01-01,98.33,95.4,1.42,99.13,2.33,0,95.06
SUP081,2025-02-01,99.68,97.62,1.34,98.75,2.02,0,95.8
SUP081,2025-03-01,100.0,99.43,2.05,97.77,0.71,0,98.89
SUP081,2025-04-01,98.67,96.26,1.83,100.0,2.6,1,96.44
SUP081,2025-05-01,98.87,100.0,1.01,98.64,2.48,0,100.0
SUP081,2025-06-01,98.2,97.34,1.24,99.88,1.14,1,94.98
SUP081,2025-07-01,98.46,97.47,1.52,98.73,0.5,0,97.18
SUP081,2025-08-01,95.87,97.1,0.1,98.72,1.87,0,96.93
SUP081,2025-09-01,97.31,95.88,1.21,99.05,1.07,0,95.18
SUP081,2025-10-01,97.11,99.94,1.12,98.78,1.4,0,98.9
SUP081,2025-11-01,96.61,96.17,0.9,98.21,0.5,0,94.97
SUP081,2025-12-01,97.92,99.23,1.61,99.42,3.02,0,98.68
SUP081,2026-01-01,98.08,99.6,1.2,98.48,2.11,0,98.68
SUP081,2026-02-01,98.97,97.75,1.51,97.81,1.81,0,94.96
SUP081,2026-03-01,98.97,97.51,0.44,100.0,1.45,0,96.75
SUP081,2026-04-01,99.64,99.22,1.21,99.13,1.86,0,98.38
SUP081,2026-05-01,100.0,98.36,0.75,98.88,2.23,0,99.29
SUP081,2026-06-01,99.55,99.97,0.5,99.08,1.42,0,99.23
SUP082,2025-01-01,94.69,94.57,1.72,97.1,2.75,1,93.85
SUP082,2025-02-01,96.22,96.45,1.29,96.88,1.98,0,96.95
SUP082,2025-03-01,95.06,95.9,1.38,96.84,2.88,1,95.37
SUP082,2025-04-01,97.1,95.49,0.34,97.09,2.11,0,96.42
